video_id,comment,comment_count,comment_language,translated_comment,cleaned_comment,sentiment,sentiment_b,likes,replies,timestamp,date
7446111299458698498,ودوني اوروبا🫦,3247,ar,Doni Europe,doni europe,0.0,-0.057635278,2,1,2024-12-19 04:27:26,2024-12-19
7446111299458698498,عمتي,3247,ar,my paternal aunt,paternal aunt,0.0,-0.0959164,14,1,2024-12-12 13:26:41,2024-12-12
7446111299458698498,سمعت يبوها ولا وذني اتخرط😂😂,3247,ar,I heard her father and my ears were deafened,heard father ears deafened,0.0,-0.5619489,1,1,2025-01-17 03:46:01,2025-01-17
7446111299458698498,كنت بطلب البيك وكنسلت,3247,ar,I was ordering the pick-up and I cancelled,ordering pickup cancelled,-0.25,-0.6150438,12,0,2024-12-11 12:31:41,2024-12-11
7446111299458698498,طيب والاندومي الي انا ماكلته,3247,ar,"Ok, what about the Indomie that I ate?",ok indomie ate,0.296,0.0287126,10,1,2024-12-10 23:48:03,2024-12-10
7446111299458698498,قصتي حلوه 🙄,3247,ar,My story is sweet,story sweet,0.4588,0.71286154,2,1,2025-01-18 18:20:38,2025-01-18
7446111299458698498,ي حسره على العباد,3247,ar,I feel sorry for the people,feel sorry people,-0.0772,-0.924912,10,0,2024-12-20 16:00:15,2024-12-20
7446111299458698498,ياعيال💔,3247,ar,Hey kids💔,hey kids 💔,0.0,-0.6294199,14,4,2024-12-10 19:05:51,2024-12-10
7446111299458698498,هذه تقلبها ع كيف كيفك 🥺❤️,3247,ar,You can change this as you wish 🥺❤️,change wish 🥺 ❤ ️,0.4019,0.8109426,4,0,2024-12-11 17:17:28,2024-12-11
7446111299458698498,والله لو اسوي دايت وادخل نادي يخلص الشغف ولا وصلت لها 😅,3247,ar,"By God, if I go on a diet and join the gym, the passion will go away and I will never reach it 😅",god go diet join gym passion go away never reach 😅,0.7372,0.45643288,11,2,2024-12-11 15:56:48,2024-12-11
7446111299458698498,طيب اكلل😞😞,3247,ar,"Ok, eat",ok eat,0.296,-0.07031301,13,2,2024-12-10 13:13:03,2024-12-10
7446111299458698498,شعرها كيف تخليه كيرلي بذا شكل شسمه مشان ابحث ؟؟,3247,ar,How do you make her hair curly like this? What is her name so I can search?,make hair curly like name search,0.3612,-0.050020173,3,1,2024-12-14 13:29:52,2024-12-14
7446111299458698498,حلوياات,3247,ar,Sweets,sweets,0.4939,-0.013622999,35,1,2024-12-10 18:28:00,2024-12-10
7446111299458698498,يارب مايشوفها 💔💔💔💔,3247,ar,I hope he doesn't see it,hope nt see,0.4404,-0.078835756,4,0,2024-12-10 23:08:10,2024-12-10
7446111299458698498,يا ساتر,3247,ar,Oh God,oh god,0.2732,-0.5106175,103,0,2024-12-09 04:30:57,2024-12-09
7446111299458698498,تهبببلل,3247,ar,Blowing away,blowing away,0.0,0.26250497,20,1,2024-12-10 23:58:04,2024-12-10
7446111299458698498,رقصه جديدة نطبقها,3247,ar,A new dance we are practicing,new dance practicing,0.0,0.13479804,37,0,2024-12-09 03:51:41,2024-12-09
7446111299458698498,كل ماشوفها اقرر اسوي دايت بس اقفل المقطع اروح اكل 😂,3247,ar,"Every time I see her, I decide to go on a diet, but I close the video and go eat 😂",every time see decide go diet close video go eat 😂,0.0,0.073480844,22,0,2024-12-10 10:21:54,2024-12-10
7446111299458698498,يبنت الحلوهه🫦,3247,ar,My beautiful daughter,beautiful daughter,0.5994,0.9406344,42,0,2024-12-09 17:15:27,2024-12-09
7446111299458698498,😳 فنااااانه,3247,ar,😳 She is so beautiful,😳 beautiful,0.5994,0.9072881,3,0,2025-01-23 20:20:19,2025-01-23
7446111299458698498,يا حسرتي قاعده اكل😭,3247,ar,"Oh my gosh, I'm still eating",oh gosh still eating,0.0,-0.38884413,6,0,2024-12-28 17:58:14,2024-12-28
7446111299458698498,بشوف المقطع وجمبي صحن البيك,3247,ar,I see the clip and next to me is the plate of Al Baik,see clip next plate al baik,0.0,-0.011410974,4,0,2025-01-21 15:49:35,2025-01-21
7446111299458698498,كيف اسوي نفس شعرها 😢,3247,ar,How do I do her hair?,hair,0.0,-0.038377658,8,0,2024-12-17 21:00:55,2024-12-17
7446111299458698498,بتشبه ممثله مكسيكيه الي مثلت مسلسل روزليندا🙂,3247,ar,She looks like a Mexican actress who played in the series Rosalinda,looks like mexican actress played series rosalinda,0.5994,0.06824715,9,0,2024-12-13 08:38:00,2024-12-13
7446111299458698498,انَديلو,3247,ar,Andelo,andelo,0.0,0.081839874,4,0,2025-01-03 14:15:47,2025-01-03
7446111299458698498,ي رب م يشوفها 🙂💔,3247,ar,I hope he doesn't see it,hope nt see,0.4404,-0.078835756,4,0,2024-12-18 14:18:40,2024-12-18
7446111299458698498,اوبا صدق,3247,ar,"Oh, it's true",oh true,0.4215,0.19796717,3,0,2024-12-30 17:49:49,2024-12-30
7446111299458698498,عطوني خلطه تشد وتنحف في اسبوع,3247,ar,Give me a mixture that tightens and slims in a week,give mixture tightens slims week,0.0,-0.058554415,3,0,2024-12-24 10:08:56,2024-12-24
7446111299458698498,ايه والله,3247,ar,Oh my God,oh god,0.2732,-0.5106175,3,0,2024-12-20 20:50:08,2024-12-20
7440845543267405111,sukuna next,1508,en,sukuna next,sukuna next,0.0,-0.01481241,582,3,2024-11-25 01:09:15,2024-11-25
7440845543267405111,انا زوجه توجي🙂,1508,ar,I am Toji's wife,tojis wife,0.0,-0.05971045,5,9,2024-11-27 08:29:51,2024-11-27
7440845543267405111,احسه يحبني,1508,ar,I feel he loves me,feel loves,0.5719,0.70659864,5,2,2024-11-30 14:57:49,2024-11-30
7440845543267405111,الأسطورة توجي,1508,ar,The legend Toji,legend toji,0.0,0.02257727,2,2,2024-11-26 15:52:09,2024-11-26
7440845543267405111,الافضل في عمله,1508,ar,The best at his job,best job,0.6369,0.75480103,5,2,2024-11-27 16:51:26,2024-11-27
7440845543267405111,اختم اللعبه إذا طلعلي 💀,1508,ar,I will finish the game if I get it 💀,finish game get 💀,0.0,-0.33600634,16,0,2024-11-27 18:46:15,2024-11-27
7440845543267405111,Maybe Jin San لو انتا عربي ممكن جين سان,1508,ar,Maybe Jin San if you are Arab maybe Jin San,maybe jin san arab maybe jin san,0.0,-0.027350169,1,1,2024-11-29 21:44:48,2024-11-29
7440845543267405111,مانديرلك والو متخافش ✨ ٖ,1508,ar,"We don't care for you, don't be afraid ✨ ٖ",nt care nt afraid ✨ ٖ,0.4939,0.100207716,1,0,2024-12-08 00:43:39,2024-12-08
7440845543267405111,توجي الافضل,1508,ar,Guide the best,guide best,0.6369,0.45014033,2,0,2024-12-02 15:31:18,2024-12-02
7440845543267405111,واخيرا الترند معه🔥🔥,1508,ar,Finally the trend is with him🔥🔥,finally trend 🔥 🔥,0.0,0.7445919,1,0,2024-11-27 17:26:00,2024-11-27
7440845543267405111,توحي🗿,1508,ar,Suggest🗿,suggest 🗿,0.0,-0.06861991,1,0,2024-11-27 10:57:37,2024-11-27
7440845543267405111,افخم شخصيه,1508,ar,The most luxurious character,luxurious character,0.0,0.09093441,1,0,2024-11-28 20:05:58,2024-11-28
7440845543267405111,الحب ❄️🥶,1508,ar,Love ❄️🥶,love ❄ ️ 🥶,0.6369,0.82656837,0,0,2024-12-26 05:49:00,2024-12-26
7440845543267405111,اشو اني ميطلعلي هيج اسماء ليشش 😭😭,1508,ar,Why don't I get these names? 😭😭,nt get names 😭 😭,0.0,-0.59041727,0,0,2024-12-10 13:16:03,2024-12-10
7440845543267405111,ءوفف,1508,ar,Ufff,ufff,0.0,-0.21041515,0,0,2024-12-09 22:30:56,2024-12-09
7440845543267405111,"1.gojo
2.sakuna
3.toji
who next???",1508,en,"1.gojo
2.sakuna
3.toji
who next???",1gojo 2sakuna 3toji next,0.0,0.047356233,145,23,2024-11-27 07:36:39,2024-11-27
7440845543267405111,его сын прекрасней ),1508,ru,his son is more beautiful),son beautiful,0.5994,0.8293856,188,20,2024-11-27 13:18:27,2024-11-27
7440845543267405111,nuestro chambeador favorito jajajaj yo toji good 😮‍💨,1508,es,our favorite worker hahaha I'm toji good 😮‍💨,favorite worker hahaha toji good 😮 ‍ 💨,0.8591,0.932601,160,2,2024-11-27 00:14:31,2024-11-27
7440845543267405111,"song 100%
memories 100%
character 100%",1508,en,"song 100%
memories 100%
character 100%",song 100 memories 100 character 100,0.0,0.14592081,612,0,2024-11-27 03:09:42,2024-11-27
7440845543267405111,سوي كايدو kaido,1508,ar,Do Kaidou,kaidou,0.0,-0.022965565,0,0,2024-12-01 21:50:00,2024-12-01
7440845543267405111,Éste es un video de la más alta calidad🗣️🫦,1508,es,This is a video of the highest quality🗣️🫦,video highest quality 🗣 ️🫦,0.0,0.53030777,84,13,2024-11-27 21:43:33,2024-11-27
7440845543267405111,meu homem 🫦,1508,pt,my man 🫦,man 🫦,0.0,-0.016286448,39,17,2024-11-27 03:05:22,2024-11-27
7440845543267405111,"Fuera bueno que cuando vaya a salir toji saliera el sonido de ""aaaaaaaay""",1508,es,"It would be nice if when Toji was going to come out the sound of ""aaaaaaaay"" came out",would nice toji going come sound aaaaaaaay came,0.4215,0.7751193,78,2,2024-11-26 20:12:26,2024-11-26
7440845543267405111,este video es de la mas alta calidad,1508,es,This video is of the highest quality,video highest quality,0.0,0.48467675,314,0,2024-11-27 12:40:38,2024-11-27
7440845543267405111,. (para que me salga más),1508,es,. (so I can get more),get,0.0,0.002766192,18,18,2024-11-27 23:40:31,2024-11-27
7440845543267405111,мой муж 🛐🛐🛐🛐🛐🛐🛐,1508,ru,my husband 🛐🛐🛐🛐🛐🛐🛐,husband 🛐 🛐 🛐 🛐 🛐 🛐 🛐,0.0,0.052697152,49,5,2024-11-26 14:14:09,2024-11-26
7440845543267405111,"Тоджи, души меня, хоть убей🙏🙏",1508,ru,"Toji, strangle me, even if you kill me🙏🙏",toji strangle even kill 🙏 🙏,-0.6908,-0.6033875,90,3,2024-11-27 17:06:58,2024-11-27
7440845543267405111,j'ai la barre,1508,fr,I have the bar,bar,0.0,-0.050163046,41,5,2024-11-28 20:36:23,2024-11-28
7440845543267405111,Me hablaron?,1508,es,Did they talk to me?,talk,0.0,-0.0066236705,20,5,2024-11-27 02:25:53,2024-11-27
7440845543267405111,Yo anyone going to talk how good is the edit 😭,1508,en,Yo anyone going to talk how good is the edit 😭,yo anyone going talk good edit 😭,0.4404,0.015464172,81,2,2024-11-25 15:01:26,2024-11-25
7440845543267405111,ผมเห็นลอยที่พี่ตัดไม่หมด😂😂😂,1508,th,I saw the marks that you didn't cut off completely 😂😂😂,saw marks nt cut completely 😂 😂 😂,-0.2732,-0.055007026,7,5,2024-11-27 09:48:58,2024-11-27
7440845543267405111,ШАГ ЗА ШАГОМ ГОД ЗВ ГОДОМ ГОРДОСТИ ПОЛНА ЖУША И ОТРЫВКИ ЭТИХ СТРОЧЕК БУДУТ ПОКАРЯТЬ СЕРЦА,1508,ru,STEP BY STEP YEAR STAR YEAR OF PRIDE FULL OF ZHUSHA AND EXTRACTS OF THESE LINES WILL CHEER HEARTS,step step year star year pride full zhusha extracts lines cheer hearts,0.6908,0.5334357,45,2,2024-11-27 12:09:42,2024-11-27
7440845543267405111,Toji is my favorite character plot armor did bro dirty,1508,en,Toji is my favorite character plot armor did bro dirty,toji favorite character plot armor bro dirty,0.0258,-0.46695235,14,1,2024-12-07 04:24:15,2024-12-07
7440845543267405111,My fyp is healing,1508,en,My fyp is healing,fyp healing,0.0,0.15022336,77,0,2024-11-26 09:48:08,2024-11-26
7440845543267405111,Bu adam aynı ben,1508,tr,This man is the same as me,man,0.0,0.047988996,5,2,2024-11-25 18:05:56,2024-11-25
7440845543267405111,7 palabras E-S-T-E-T-I-C-A🗣️🫦,1508,es,7 words E-S-T-E-T-I-C-A🗣️🫦,7 words estetica 🗣 ️🫦,0.0,0.0032116473,8,2,2024-11-29 05:02:14,2024-11-29
7440845543267405111,querido papai Noel...,1508,pt,dear santa claus...,dear santa claus,0.3818,-0.042521052,21,1,2024-11-29 14:45:05,2024-11-29
7440845543267405111,sorry guys my ride is here[happy],1508,en,sorry guys my ride is here[happy],sorry guys ride herehappy,-0.0772,0.36163896,6,1,2024-12-12 10:20:37,2024-12-12
7439015263565040904,زهري أكيد😂😂😂,468,ar,My flower for sure 😂😂😂,flower sure 😂 😂 😂,0.3182,0.28590456,37,13,2024-12-03 00:43:14,2024-12-03
7439015263565040904,شباب شو لون الباب,468,ar,"Guys, what color is the door?",guys color door,0.0,0.06350722,7,10,2024-11-29 15:12:52,2024-11-29
7439015263565040904,كنترول وزع جبنه حلوم لعيون المشاهدين😂😂😂,468,ar,Control and distribute halloumi cheese for the viewers' eyes 😂😂😂,control distribute halloumi cheese viewers eyes 😂 😂 😂,0.0,-0.016580254,10,2,2024-11-30 04:58:47,2024-11-30
7439015263565040904,دخيلو,468,ar,Intruders,intruders,0.0,-0.25837108,0,0,2024-12-10 03:20:02,2024-12-10
7439015263565040904,والله كلنا بنموت بلبلدي 😉😍,468,ar,We will all die in my country,die country,-0.5994,-0.36717832,2,1,2024-11-29 16:28:06,2024-11-29
7439015263565040904,من الايمان وقع الهاتف😂,468,ar,The phone fell from faith,phone fell faith,0.4215,-0.17349073,4,2,2024-12-05 19:11:46,2024-12-05
7439015263565040904,الجوال انصدم من والفتحة😅رجع لورا,468,ar,The phone was hit by the opening and went back,phone hit opening went back,0.0,-0.086532705,13,2,2024-11-23 16:32:18,2024-11-23
7439015263565040904,واو اجا معي,468,ar,"Wow, he came with me",wow came,0.5859,0.2718103,4,2,2024-12-08 09:30:01,2024-12-08
7439015263565040904,فديت البلدي الي طالع من كبروو🥰😳🥰🥰😁,468,ar,I love the country that has grown up,love country grown,0.6369,0.91113514,0,0,2024-11-23 14:51:41,2024-11-23
7439015263565040904,يا اخي بلدي 🥲🤣,468,ar,"My brother, my country",brother country,0.0,-0.26234657,2,1,2024-12-11 18:31:22,2024-12-11
7439015263565040904,اجدع بلدي,468,ar,My best country,best country,0.6369,0.8729784,0,1,2024-11-30 22:36:55,2024-11-30
7439015263565040904,افضل خط وسط بعد توني كروس ❤️,468,ar,The best midfield after Toni Kroos ❤️,best midfield toni kroos ❤ ️,0.6369,0.88789797,1,1,2024-11-29 19:04:27,2024-11-29
7439015263565040904,ليش شده الضهر يعني,468,ar,Why is your back so tight?,back tight,0.0,0.11321168,6,0,2024-11-23 14:35:06,2024-11-23
7439015263565040904,مراحل الشهره 😅,468,ar,Stages of fame,stages fame,0.4404,-0.061699226,28,0,2024-11-23 18:21:29,2024-11-23
7439015263565040904,يا حسره على العباد😔💔,468,ar,"Oh, what a pity for the people",oh pity people,-0.296,-0.96593076,8,0,2024-12-02 01:20:01,2024-12-02
7439015263565040904,انتي طيبي😁😁😁,468,ar,You are kind,kind,0.5267,0.13281691,3,0,2024-11-29 16:54:53,2024-11-29
7439015263565040904,يعني مو مستورد ؟,468,ar,So it's not imported?,imported,0.0,-0.06285769,3,0,2024-11-23 18:11:41,2024-11-23
7439015263565040904,شباب شو لون عيونا,468,ar,"Guys, what color are our eyes?",guys color eyes,0.0,0.047353283,1,0,2024-12-17 20:20:01,2024-12-17
7439015263565040904,ليش فكه هزرين.يعني,468,ar,Why are you kidding me?,kidding,0.1027,-0.10976429,0,0,2025-02-10 11:38:59,2025-02-10
7439015263565040904,يا حسره على العباد 💔😔,468,ar,"Oh, what a pity for the people 💔😔",oh pity people 💔 😔,-0.296,-0.93377554,1,0,2025-01-14 21:32:39,2025-01-14
7439015263565040904,دخيل الله محلكي,468,ar,"I swear to God, you are my sweetheart",swear god sweetheart,0.7351,0.66551155,0,0,2025-02-09 20:31:26,2025-02-09
7439015263565040904,متت اليله,468,ar,I died tonight,died tonight,-0.5574,-0.4679149,1,0,2024-12-11 09:42:12,2024-12-11
7439015263565040904,والله بلدي شو بدك بل حكي ❤️❤️,468,ar,"By God, my country, what do you want from me?",god country want,0.34,-0.12427388,1,0,2024-11-24 16:36:11,2024-11-24
7439015263565040904,30€,468,mt,30€,30 €,0.0,0.042639226,1,0,2024-11-23 18:39:35,2024-11-23
7439015263565040904,ودها تشتغل 😂,468,ar,She wants to work,wants work,0.0,-0.050360516,1,0,2024-11-23 18:59:04,2024-11-23
7439015263565040904,لا حلووو. البلدي,468,ar,"No, it's not good. The municipality",good municipality,0.4404,0.5674327,1,0,2024-11-23 12:28:17,2024-11-23
7439015263565040904,ولله لبلد قايم معو😂,468,ar,"I swear, the country is standing with him",swear country standing,-0.0516,-0.051239535,1,0,2024-11-29 15:51:49,2024-11-29
7439015263565040904,حبيت😂🫦🫦🫦,468,ar,I loved it,loved,0.5994,0.77420163,1,0,2024-11-24 21:10:20,2024-11-24
7439015263565040904,واو,468,ar,wow,wow,0.5859,0.27827606,0,0,2025-01-16 17:32:43,2025-01-16
7439015263565040904,salom,468,uz,hello,hello,0.0,0.13314551,0,0,2025-01-13 09:29:52,2025-01-13
7439015263565040904,@ريتاج🙂🤍:مين يلعب ببجي معي🙂,468,ar,@Retaj: Who plays PUBG with me?,plays pubg,0.25,0.009756148,0,0,2024-11-24 19:36:09,2024-11-24
7439015263565040904,كلووو بلدي😂,468,ar,All my country,country,0.0,-0.06543128,0,0,2025-01-15 06:28:53,2025-01-15
7439015263565040904,فتح المحل!,468,ar,Open shop!,open shop,0.0,0.055477113,0,0,2025-01-21 07:29:35,2025-01-21
7439015263565040904,حدا شاف شو لون عيونها 😂,468,ar,Has anyone seen what color her eyes are?,anyone seen color eyes,0.0,-0.098905064,0,0,2024-12-20 15:38:47,2024-12-20
7439015263565040904,الو,468,ar,Hello,hello,0.0,0.13314551,0,0,2024-12-28 11:58:44,2024-12-28
7439015263565040904,بلدي😂,468,ar,My country,country,0.0,-0.06543128,0,0,2024-12-20 03:07:16,2024-12-20
7466606297304026373,جيت نضحك عليه ضحك عليا,36900,ar,"I came to laugh at him, but he laughed at me",came laugh laughed,0.765,0.74477345,59025,156,2025-02-03 10:57:07,2025-02-03
7466606297304026373,5مليون علشنو؟,36900,ar,5 million for what?,5 million,0.0,-0.07388365,204,130,2025-02-04 11:04:53,2025-02-04
7466606297304026373,وانا مستغربه ليش كل هاللايكات آخر شي حطيت معهم,36900,ar,I wonder why all these likes are the last thing I put with them,wonder likes last thing put,0.4215,-0.11635379,13976,27,2025-02-03 17:06:56,2025-02-03
7466606297304026373,هذا مريول صح ✅,36900,ar,This is a real apron ✅,real apron ✅,0.0,0.27626052,159,12,2025-02-02 21:31:47,2025-02-02
7466606297304026373,خدت الصدمه بئا,36900,ar,I was shocked,shocked,-0.3182,-0.51018214,41575,10,2025-02-02 11:18:48,2025-02-02
7466606297304026373,ردت اضحك بس بالنهاية انصدمت 🙂,36900,ar,"I tried to laugh, but in the end I was shocked :)",tried laugh end shocked,0.3182,-0.058444068,8990,2,2025-02-02 13:23:14,2025-02-02
7466606297304026373,الوحيدة الي ناقدة؟؟؟؟!!!!!!.,36900,ar,The only one who criticizes??!!!,one criticizes,-0.34,-0.46493456,4876,98,2025-02-02 20:16:51,2025-02-02
7466606297304026373,طيب والتنمر اللي ضل بحلقي,36900,ar,"Okay, what about the bullying that's stuck in my throat?",okay bullying stuck throat,-0.6124,-0.77641934,227,3,2025-02-06 01:07:29,2025-02-06
7466606297304026373,لؤه لؤه لؤه مستحيل,36900,ar,No no no impossible,impossible,0.0,-0.5870747,8378,20,2025-02-02 15:22:27,2025-02-02
7466606297304026373,جيت نضحك عليه وليت نضحك على روحي,36900,ar,"I came to laugh at him, but I wish I could laugh at myself",came laugh wish could laugh,0.872,0.8077181,297,2,2025-02-03 16:28:02,2025-02-03
7466606297304026373,كنت بضححككك لييييه بجدد !! [sticker],36900,ar,Why were you laughing so hard!! [sticker],laughing hard sticker,0.4215,0.2320025,756,8,2025-02-03 16:15:43,2025-02-03
7466606297304026373,كنت داخله اتنمر,36900,ar,I was inside bullying,inside bullying,-0.5994,-0.66626364,292,9,2025-02-02 20:03:34,2025-02-02
7466606297304026373,7 مليون مشاهدة يا نااااس,36900,ar,"7 million views, people!",7 million views people,0.0,0.036469094,0,2,2025-02-09 23:37:59,2025-02-09
7466606297304026373,@مــــــريـــم//★//Mariam✨ IAM BLACK AND BLUE,36900,en,@مــــــريـــم//★//Mariam✨ IAM BLACK AND BLUE,★ mariam ✨ iam black blue,0.0,0.17909606,0,1,2025-02-09 19:00:09,2025-02-09
7466606297304026373,مستطييييل,36900,ar,Rectangular,rectangular,0.0,-0.013493247,93,7,2025-02-02 14:51:27,2025-02-02
7466606297304026373,قكرت راح يطلع اشي بضحك بس خدت الصدمه بئا,36900,ar,"I thought something funny would happen, but I was shocked.",thought something funny would happen shocked,0.1531,0.28575826,2931,9,2025-02-02 18:12:04,2025-02-02
7466606297304026373,حسبته رح يشطح الراي,36900,ar,I thought he would go off the rails,thought would go rails,0.0,-0.20514537,1484,6,2025-02-02 13:02:00,2025-02-02
7466606297304026373,المريول تاع البرازيل,36900,ar,Brazilian apron,brazilian apron,0.0,-0.01856564,4549,16,2025-02-02 21:24:45,2025-02-02
7466606297304026373,شكلي واني عبالي فيديو رعب 👽🙂,36900,ar,I think I'm watching a horror video 👽🙂,think watching horror video 👽 🙂,-0.5719,0.20047066,3,0,2025-02-10 11:18:00,2025-02-10
7466606297304026373,كلنا خدنا الصدمه,36900,ar,We were all shocked,shocked,-0.3182,-0.51018214,3,0,2025-02-10 00:17:22,2025-02-10
7466606297304026373,خذت الصدمه بئا,36900,ar,I got the shock,got shock,-0.3818,-0.3297335,3019,1,2025-02-02 10:16:21,2025-02-02
7466606297304026373,وقسم كنت بضحك ومسكتها وبألاخير انصدمت 😭😭😭,36900,ar,I swear I was laughing and I held her and in the end I was shocked 😭😭😭,swear laughing held end shocked 😭 😭 😭,0.1779,0.23521106,306,0,2025-02-02 17:10:42,2025-02-02
7466606297304026373,ولأن مع المفاجاه الكبرى :,36900,ar,Because with the big surprise:,big surprise,0.2732,0.8257029,49,0,2025-02-02 19:01:12,2025-02-02
7466606297304026373,كي تروحي وتخليه,36900,ar,So you can go and leave him,go leave,-0.0516,-0.32778183,1,0,2025-02-10 15:33:57,2025-02-10
7466606297304026373,10/10 الي بعده,36900,ar,10/10 to the next,1010 next,0.0,0.12868279,52,4,2025-02-02 17:38:02,2025-02-02
7466606297304026373,كنت مجهزة الذبة,36900,ar,I was ready to fly,ready fly,0.3612,0.120492384,69,0,2025-02-03 15:00:40,2025-02-03
7466606297304026373,كنت بضحك عليه جلست اضحك على نفسي,36900,ar,"I was laughing at him, then I started laughing at myself",laughing started laughing,0.7506,0.8605837,61,0,2025-02-02 20:32:17,2025-02-02
7466606297304026373,قعدت ساعة فاتحة تمي🙂,36900,ar,"I sat for an hour, my eyes wide open",sat hour eyes wide open,0.0,0.4506241,2,0,2025-02-10 17:30:35,2025-02-10
7466606297304026373,عملت اي ف امين يناصر 😂,36900,ar,"I did it, Amin Yanasser",amin yanasser,0.0,-0.010975808,0,0,2025-02-10 23:52:12,2025-02-10
7466606297304026373,شنيه الوصفه؟,36900,ar,What is the recipe?,recipe,0.0,0.13305138,1,0,2025-02-10 17:57:19,2025-02-10
7466606297304026373,يايي 🤣,36900,ps,Yay 🤣,yay 🤣,0.5267,0.75965583,1,0,2025-02-10 13:55:40,2025-02-10
7466606297304026373,وانا مستغربه ليش كل هاللايكات آخر شي حطيت معهم,36900,ar,I wonder why all these likes are the last thing I put with them,wonder likes last thing put,0.4215,-0.11635379,2,0,2025-02-09 23:33:46,2025-02-09
7466606297304026373,متالي شاراك باغي ؟,36900,ar,What do you want to share?,want share,0.3612,0.1443417,242,16,2025-02-02 11:54:08,2025-02-02
7466606297304026373,ضحكت عليه طلع هوه عم يضحك عليه,36900,ar,"I laughed at him, but it turned out he was laughing at me",laughed turned laughing,0.7351,0.8198363,1,0,2025-02-10 14:13:21,2025-02-10
7466606297304026373,نهايه غير متوقعه,36900,ar,unexpected ending,unexpected ending,0.0,-0.8636995,68,0,2025-02-02 13:17:27,2025-02-02
7466606297304026373,كنت اضحك عليه صرت اضحك على نفسي,36900,ar,"I used to laugh at him, now I'm laughing at myself",used laugh laughing,0.7783,0.8031985,2,0,2025-02-10 02:56:53,2025-02-10
7466606297304026373,بعدها الاعراض,36900,ar,Then the symptoms,symptoms,0.0,-0.4014002,1,0,2025-02-10 10:03:12,2025-02-10
7466606297304026373,جالسه اقول ليش 7 مليوننن على وشو و في النهايه حطيت معهم,36900,ar,"I was saying, why 7 million for what? And in the end, I put them in it.",saying 7 million end put,0.0,-0.104477145,2,0,2025-02-10 09:26:59,2025-02-10
7466606297304026373,ب البدايه كنت اضحك عليه ب نهايه اضحك على نفسي🗿💔,36900,ar,"At first I was laughing at him, but in the end I was laughing at myself",first laughing end laughing,0.7506,0.61119497,41,0,2025-02-02 13:05:37,2025-02-02
7466606297304026373,تمزح؟,36900,ar,Are you kidding?,kidding,0.1027,-0.10976429,1,0,2025-02-10 08:15:24,2025-02-10
7467223106357169416,"Don't pretend like you didn't see this, I said you will live long 🥺
🥺",482,en,"Don't pretend like you didn't see this, I said you will live long 🥺
🥺",nt pretend like nt see said live long 🥺 🥺,0.2732,-0.1276685,531,7,2025-02-06 19:26:09,2025-02-06
